municipios,Total,Abacate,Algodão arbóreo (em caroço),Açaí,Azeitona,Banana (cacho),Borracha (látex coagulado),Borracha (látex líquido),Cacau (em amêndoa),Café (em grão) Total,Café (em grão) Arábica,Café (em grão) Canephora,Caju,Caqui,Castanha de caju,Chá da índia (folha verde),Coco da baía*,Dendê (cacho de coco),Erva mate (folha verde),Figo,Goiaba,Guaraná (semente),Laranja,Limão,Maçã,Mamão,Manga,Maracujá,Marmelo,Noz (fruto seco),Palmito,Pera,Pêssego,Pimenta do reino,Sisal ou agave (fibra),Tangerina,Tungue (fruto seco),Urucum (semente),Uva
São Francisco de Sales,784,8,-,-,-,-,658,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,80,-,-,-,38,-,-,-,-,-,-,-,-,-,-,-,-
São Francisco do Glória,1463,-,-,-,-,5,-,0,-,1448,1440,8,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,6,-,-,-,-,-,-,-,-
São Geraldo,463,-,-,-,-,60,5,0,-,370,370,-,0,-,-,-,1,-,-,-,4,-,15,3,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-
São Geraldo da Piedade,157,-,-,-,-,155,-,0,-,-,-,-,0,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São Geraldo do Baixio,15,-,-,-,-,2,-,0,-,10,-,10,0,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São Gonçalo do Abaeté,701,-,-,-,-,6,240,0,-,420,420,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,32,3,-,-,-,-,-,-,-,-,-,-,-
São Gonçalo do Pará,4,2,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
São Gonçalo do Rio Abaixo,134,-,-,-,-,120,-,0,-,11,11,-,0,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São Gonçalo do Sapucaí,9879,5,-,-,-,16,75,0,-,9330,9330,-,0,-,-,-,-,-,-,-,-,-,40,3,-,-,-,-,-,-,-,-,-,-,-,200,-,-,210
São Gotardo,2312,92,-,-,-,30,-,0,-,2025,2025,-,0,-,-,-,-,-,-,-,-,-,10,90,8,-,12,8,-,-,-,-,-,-,-,35,-,-,2
São João Batista do Glória,288,-,-,-,-,6,-,0,-,279,279,-,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
São João da Lagoa,21,-,-,-,-,17,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
São João da Mata,862,2,-,-,-,160,-,0,-,700,700,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São João da Ponte,40,-,-,-,-,31,-,0,-,-,-,-,0,-,-,-,2,-,-,-,-,-,1,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-
São João das Missões,2,-,-,-,-,2,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São João del Rei,739,17,-,-,-,1,-,0,-,474,474,-,0,-,-,-,-,-,-,-,1,-,160,-,-,-,-,1,-,-,-,-,-,-,-,85,-,-,-
São João do Manhuaçu,6824,17,-,-,-,2,-,0,-,6800,6800,-,0,-,-,-,-,-,-,-,-,-,1,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-
São João do Manteninha,251,-,-,-,-,1,-,0,-,210,60,150,0,-,-,-,10,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-
São João do Oriente,35,1,-,-,-,3,-,0,-,-,-,-,0,-,-,-,3,-,-,-,-,-,1,-,-,-,2,25,-,-,-,-,-,-,-,-,-,-,-
São João do Pacuí,4,-,-,-,-,3,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São João do Paraíso,329,2,-,-,-,24,-,0,-,265,265,-,0,-,-,-,2,-,-,-,-,-,6,1,-,-,1,-,27,-,-,-,-,-,-,1,-,-,-
São João Evangelista,22,-,-,-,-,20,-,0,-,2,2,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São João Nepomuceno,72,-,-,-,-,55,8,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,4,-,-,-,-,2,-,-,-
São Joaquim de Bicas,18,-,-,-,-,16,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
São José da Barra,3790,-,-,-,-,7,-,0,-,3780,3780,-,0,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São José da Lapa,-,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São José da Safira,1,-,-,-,-,1,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São José da Varginha,28,-,-,-,-,27,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
São José do Alegre,258,-,-,-,-,108,-,0,-,130,130,-,0,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-
São José do Divino,44,-,-,-,-,-,12,0,-,2,-,2,0,-,-,-,2,-,-,-,-,-,6,2,-,-,6,2,-,-,-,-,-,12,-,-,-,-,-
São José do Goiabal,5,-,-,-,-,2,-,0,-,2,2,-,0,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São José do Jacuri,59,-,-,-,-,16,-,0,-,31,-,31,0,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-
São José do Mantimento,872,-,-,-,-,5,-,0,-,865,700,165,0,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São Lourenço,52,-,-,-,-,-,-,0,-,50,50,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
São Miguel do Anta,1560,-,-,-,-,16,-,0,-,1540,1540,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-
São Pedro da União,4131,230,-,-,-,-,-,0,-,3800,3800,-,0,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,1
São Pedro dos Ferros,54,-,-,-,-,8,40,0,-,-,-,-,0,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-
São Pedro do Suaçuí,23,-,-,-,-,-,-,0,-,23,-,23,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São Romão,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São Roque de Minas,5830,115,-,-,-,3,-,0,-,5400,5400,-,0,-,-,-,-,-,-,-,-,-,-,17,-,-,270,-,-,-,-,-,-,-,-,25,-,-,-
São Sebastião da Bela Vista,1350,-,-,-,-,-,-,0,-,1350,1350,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São Sebastião da Vargem Alegre,880,-,-,-,-,28,-,0,-,850,850,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
São Sebastião do Anta,2295,-,-,-,-,90,-,0,-,2205,2200,5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São Sebastião do Maranhão,149,-,-,-,-,28,-,0,-,118,105,13,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
São Sebastião do Oeste,13,-,-,-,-,-,10,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-
São Sebastião do Paraíso,14880,170,-,-,-,35,-,0,-,12000,12000,-,0,-,-,-,-,-,-,90,5,-,2500,19,-,-,12,-,-,-,3,-,20,-,-,24,-,-,2
São Sebastião do Rio Preto,1,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São Sebastião do Rio Verde,10,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-
São Tiago,431,-,-,-,-,10,-,0,-,380,380,-,0,-,-,-,-,-,-,-,-,-,-,-,30,-,5,-,-,-,-,-,2,-,-,4,-,-,-
São Tomás de Aquino,8455,54,-,-,-,3,-,0,-,8310,8310,-,0,-,-,-,-,-,-,-,-,-,55,-,-,-,30,-,-,-,2,-,-,-,-,-,-,-,1
São Tomé das Letras,1390,-,-,-,-,10,-,0,-,1380,1380,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São Vicente de Minas,854,8,-,-,-,10,-,0,-,-,-,-,0,-,-,-,-,-,-,-,2,-,650,5,-,-,5,24,-,-,-,-,-,-,-,150,-,-,-
Sapucaí-Mirim,72,-,-,-,45,24,-,0,-,-,-,-,0,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sardoá,35,-,-,-,-,20,-,0,-,14,14,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
Sarzedo,5,-,-,-,-,3,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-
Setubinha,864,-,-,-,-,14,-,0,-,840,840,-,0,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,3,-,5,-
Sem-Peixe,33,-,-,-,-,3,-,0,-,-,-,-,0,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Senador Amaral,26,-,-,-,-,-,-,0,-,-,-,-,0,1,-,-,-,-,-,-,-,-,1,-,-,-,20,-,-,-,-,-,-,-,-,3,-,-,1
Senador Cortes,9,-,-,-,-,4,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-
Senador Firmino,94,-,-,-,-,1,-,0,-,92,92,-,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Senador José Bento,425,3,-,-,-,16,-,0,-,400,400,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6
Senador Modestino Gonçalves,217,-,-,-,-,12,-,0,-,75,75,-,0,-,-,-,-,-,-,-,-,-,2,6,-,-,-,2,-,-,-,-,-,-,-,-,-,120,-
Senhora de Oliveira,120,-,-,-,-,-,-,0,-,120,120,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Senhora do Porto,35,-,-,-,-,35,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Senhora dos Remédios,95,-,-,-,-,65,-,0,-,30,30,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sericita,5802,-,-,-,-,2,-,0,-,5800,5800,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Seritinga,6,-,-,-,4,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Serra Azul de Minas,3,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-
Serra da Saudade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serra dos Aimorés,15,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-
Serra do Salitre,16218,4,-,-,-,1,93,0,-,16000,16000,-,0,-,-,-,-,-,-,-,-,-,100,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-
Serrania,3301,-,-,-,-,-,-,0,-,3300,3300,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Serranópolis de Minas,20,-,-,-,-,-,-,0,-,20,20,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Serranos,13,-,-,-,13,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Serro,112,-,-,-,-,25,-,0,-,80,80,-,0,-,-,-,-,-,-,-,-,-,4,-,-,1,-,-,1,-,-,-,-,-,-,-,-,1,-
Sete Lagoas,17,8,-,-,-,-,-,0,-,-,-,-,0,-,-,-,2,-,-,-,-,-,2,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-
Silveirânia,4,-,-,-,-,2,-,0,-,2,2,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Silvianópolis,1846,8,-,-,-,130,-,0,-,1560,1560,-,0,13,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,4,-,-,35,-,-,1
Simão Pereira,12,-,-,-,-,12,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Simonésia,11162,45,-,-,-,45,-,0,-,11050,11050,-,0,-,-,-,1,-,-,-,3,-,6,2,-,-,8,1,-,-,-,-,-,-,-,1,-,-,-
Sobrália,28,1,-,-,-,6,-,0,-,-,-,-,0,-,-,-,18,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-
Soledade de Minas,320,-,-,-,-,20,-,0,-,300,300,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tabuleiro,21,-,-,-,-,10,-,0,-,-,-,-,0,-,-,-,-,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,4,-,-,-
Taiobeiras,666,-,-,-,-,15,-,0,-,630,630,-,0,-,-,-,3,-,-,-,-,-,4,-,-,-,3,8,-,-,-,-,-,-,-,3,-,-,-
Taparuba,140,-,-,-,-,3,-,0,-,132,12,120,0,-,-,-,3,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tapira,681,100,-,-,-,-,130,0,-,450,450,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
Tapiraí,1621,2,-,-,-,3,-,0,-,1613,1613,-,0,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Taquaraçu de Minas,255,-,-,-,-,240,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
Tarumirim,61,-,-,-,-,35,-,0,-,14,10,4,0,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-
Teixeiras,1093,2,-,-,-,27,-,0,-,1020,1020,-,0,-,-,-,-,-,-,-,2,-,6,2,-,-,4,-,-,-,25,-,-,-,-,5,-,-,-
Teófilo Otoni,366,5,-,-,-,160,-,0,-,20,20,-,0,-,-,-,3,-,-,-,25,-,100,1,-,5,1,5,-,-,10,-,-,5,-,17,-,6,3
Timóteo,9,-,-,-,-,8,-,0,-,-,-,-,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tiradentes,50,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-
Tiros,2070,5,-,-,-,-,-,0,-,2060,2060,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-
Tocantins,993,4,-,-,-,80,-,0,-,-,-,-,0,-,-,-,6,-,-,-,30,-,80,33,-,-,75,35,-,-,-,-,-,-,-,650,-,-,-
Tocos do Moji,371,14,-,-,-,1,-,0,-,354,354,-,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Toledo,3,3,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tombos,1652,-,-,-,-,17,-,0,-,1630,1600,30,0,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Três Corações,9730,550,-,-,-,2,-,0,-,8700,8700,-,0,40,-,-,-,-,-,-,-,-,210,4,-,-,65,-,-,-,-,-,-,-,-,150,-,-,9
Três Marias,26,1,-,-,-,10,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,2,3,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-
Três Pontas,17633,-,-,-,-,18,-,0,-,17571,17571,-,0,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,8,-,-,-,28,-,-,5
Tumiritinga,20,-,-,-,-,10,-,0,-,-,-,-,0,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
Tupaciguara,316,-,-,-,-,16,100,0,-,191,191,-,0,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,-,-,5,-,-,-,-,-,-,-,-
Turmalina,703,-,-,-,-,24,-,0,-,650,650,-,0,-,-,-,2,-,-,-,-,-,12,-,-,-,-,2,-,-,-,-,-,-,-,1,-,4,8
Turvolândia,2047,23,-,-,-,-,-,0,-,1600,1600,-,0,360,-,-,-,-,-,-,12,-,7,-,13,-,-,9,-,-,-,-,16,-,-,7,-,-,-
Ubá,179,1,-,-,-,33,-,0,-,4,-,4,0,-,-,-,1,-,-,-,8,-,2,5,-,-,75,5,-,-,-,-,-,-,-,45,-,-,-
Ubaí,2,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ubaporanga,3717,25,-,-,-,85,-,0,-,3545,3545,-,0,-,-,-,2,-,-,-,1,-,18,14,-,-,2,13,-,-,-,-,-,-,-,12,-,-,-
Uberaba,1468,210,-,-,-,25,300,0,-,408,408,-,0,-,-,-,4,-,-,-,2,-,380,80,-,-,3,11,-,-,10,-,-,-,-,25,-,-,10
Uberlândia,5402,25,-,-,-,1080,210,0,-,460,460,-,0,-,-,-,-,-,-,-,4,-,3500,28,-,7,30,20,-,-,30,-,-,-,-,8,-,-,-
Umburatiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unaí,3920,-,-,-,-,65,49,0,-,3770,3770,-,0,-,-,-,-,-,-,-,-,-,15,3,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-
União de Minas,937,-,-,-,-,30,907,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Uruana de Minas,10,-,-,-,-,10,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Urucânia,64,-,-,-,-,30,-,0,-,-,-,-,0,-,-,-,1,-,-,-,30,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
Urucuia,559,-,-,-,-,4,-,0,-,553,553,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
Vargem Alegre,71,-,-,-,-,3,-,0,-,64,64,-,0,-,-,-,2,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
Vargem Bonita,2583,-,-,-,-,3,120,0,-,2460,2460,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vargem Grande do Rio Pardo,200,-,-,-,-,4,-,0,-,85,85,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,110,-,-,-,-,-,-,-,-,1,-,-,-
Varginha,7972,5,-,-,-,8,-,0,-,7950,7950,-,0,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Varjão de Minas,2387,-,-,-,-,42,-,0,-,2337,2337,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,2,-,-,-
Várzea da Palma,1789,15,-,-,-,341,-,0,-,700,700,-,0,-,-,-,15,-,-,-,2,-,250,3,-,200,2,17,-,-,-,-,-,-,-,194,-,-,50
Varzelândia,15,-,-,-,-,4,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,5,-,-,-
Vazante,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verdelândia,1301,-,-,-,-,1230,-,0,-,-,-,-,0,-,-,-,4,-,-,-,-,-,-,7,-,5,55,-,-,-,-,-,-,-,-,-,-,-,-
Veredinha,150,-,-,-,-,3,-,0,-,140,140,-,0,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Veríssimo,22,-,-,-,-,6,6,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,4,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-
Vermelho Novo,2274,1,-,-,-,12,15,0,-,2244,2240,4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-
Vespasiano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viçosa,871,-,-,-,-,20,-,0,-,825,825,-,0,-,-,-,-,-,-,-,6,-,7,4,-,-,-,5,-,-,2,-,-,-,-,2,-,-,-
Vieiras,692,-,-,-,2,40,-,0,-,650,650,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mathias Lobato,9,-,-,-,-,4,5,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virgem da Lapa,6,-,-,-,-,3,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-
Virgínia,383,19,-,-,-,12,-,0,-,50,50,-,0,14,-,-,-,-,-,40,14,-,12,10,4,-,5,-,-,-,-,20,120,-,-,63,-,-,-
Virginópolis,105,-,-,-,-,19,-,0,-,80,80,-,0,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virgolândia,59,-,-,-,-,25,-,0,-,22,10,12,0,-,-,-,10,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Visconde do Rio Branco,415,-,-,-,-,35,-,0,-,3,3,-,0,-,-,-,8,-,-,-,60,-,160,3,-,-,120,16,-,-,-,-,-,-,-,10,-,-,-
Volta Grande,9,1,-,-,-,8,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wenceslau Braz,8,-,-,-,6,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Fonte: IBGE - Produção Agrícola Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
